what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1383111663863
started,bundle,org.eclipse.equinox.p2.repository,2.0.0.v20100519,"org.eclipse.equinox.p2.repository",1383111663863
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1383111663863
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.100.v20100503a,"org.eclipse.equinox.p2.updatechecker",1383111663863
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1383111663863
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1383111663863
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1383111663863
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1383111663863
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1383111663878
started,bundle,org.eclipse.jdt.core,3.6.0.v_A58,"org.eclipse.jdt.core",1383111663878
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1383111663878
started,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1383111663878
started,bundle,org.eclipse.jface,3.6.0.I20100601-0800,"org.eclipse.jface",1383111663878
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1383111663878
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1383111663878
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1383111663878
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1383111663878
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1383111663894
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1383111663894
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1383111663894
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1383111663894
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1383111663910
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1383111663910
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1383111663910
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1383111663910
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1383111663910
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1383111663925
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1383111663925
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1383111663925
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1383111663925
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1383111663925
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1383111663925
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1383111663925
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1383111663925
started,bundle,org.eclipse.ui.intro.universal,3.2.400.v20100517,"org.eclipse.ui.intro.universal",1383111663925
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1383111663925
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1383111663925
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1383111663925
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1383111663925
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1383111663925
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1383111663941
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1383111663941
os,sysinfo,,,"win32",1383111663956
arch,sysinfo,,,"x86_64",1383111663956
ws,sysinfo,,,"win32",1383111663956
locale,sysinfo,,,"en_IN",1383111663956
processors,sysinfo,,,"4",1383111663956
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1383111663956
java.runtime.version,sysinfo,,,"1.7.0_40-b43",1383111663956
java.specification.name,sysinfo,,,"Java Platform API Specification",1383111663956
java.specification.vendor,sysinfo,,,"Oracle Corporation",1383111663956
java.specification.version,sysinfo,,,"1.7",1383111663956
java.vendor,sysinfo,,,"Oracle Corporation",1383111663956
java.version,sysinfo,,,"1.7.0_40",1383111663956
java.vm.info,sysinfo,,,"mixed mode",1383111663956
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1383111663956
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1383111663956
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1383111663956
java.vm.specification.version,sysinfo,,,"1.7",1383111663956
java.vm.vendor,sysinfo,,,"Oracle Corporation",1383111663956
java.vm.version,sysinfo,,,"24.0-b56",1383111663956
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1383111664081
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1383111664144
closed,view,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.internal.introview",1383111664190
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1383111674212
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1383111674259
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383111675226
started,bundle,org.eclipse.jdt.apt.core,3.3.400.v20100513-0845,"org.eclipse.jdt.apt.core",1383111682917
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.300.v20100513-0845,"org.eclipse.jdt.apt.pluggable.core",1383111682932
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383111683619
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1383111689703
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1383111689718
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1383111689937
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383111694430
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1383111708905
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383111710091
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1383111711183
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1383111711261
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1383111711526
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1383111711776
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1383111714209
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1383111717204
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383111720184
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383111734817
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1383111745378
started,bundle,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit",1383111748342
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1383111754941
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1383111786609
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1383111813940
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1383111816577
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1383111817013
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383111821428
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383111843799
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1383111851786
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1383111853845
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1383111860319
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383111866855
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383111874702
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1383111874889
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1383111875030
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383111877214
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383111909678
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1383111913219
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1383111914436
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1383111937555
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383111951361
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383111951564
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1383111959036
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383111972873
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383111972998
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1383111976633
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1383111985010
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1383111990579
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100526,"org.eclipse.jdt.debug",1383111990688
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1383111990751
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1383111991500
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1383111991578
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1383112079409
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1383112152043
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1383112154336
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1383112154991
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1383112162697
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1383112171309
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1383112173914
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineEnd",1383112179296
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1383112180965
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1383112183399
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1383112184054
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1383112232133
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineEnd",1383112236720
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1383112238170
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1383112241524
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1383112245752
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1383112269121
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1383112302614
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1383112337184
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1383112362737
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1383112371067
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383112422253
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383112438430
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1383112441534
closed,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1383112441550
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1383112444467
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1383112528208
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1383112558675
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1383112568752
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1383112572418
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1383112644350
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1383112648593
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1383112648671
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1383112794752
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1383112809853
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.add.block.comment",1383112834735
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.remove.block.comment",1383112842785
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.add.block.comment",1383112887463
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1383112971469
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1383112993403
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1383113008254
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1383113042203
closed,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1383113042218
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1383113077412
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383113082700
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383113092123
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383113092185
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383113092435
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383113121671
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383113129768
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383113137614
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383113147599
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1383113147989
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1383113148145
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383113320165
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383113320233
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383113320327
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383113418967
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1383113468934
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1383113470478
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1383113483707
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1383113485173
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1383113486530
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383113494658
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383113494658
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1383113588024
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1383113591831
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1383113594483
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1383113595980
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1383113801136
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1383113821463
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383113837469
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383114020151
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1383114092613
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1383114095530
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383114385831
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383114385862
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383115105991
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383115106038
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383115431863
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383115501361
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1383115504481
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1383115518428
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1383115521392
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1383115561721
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383115608122
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383115674715
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1383115805853
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1383115809191
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383116546433
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383116546464
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383116856124
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383117407338
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383117408757
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383117891141
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383117896569
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383117898192
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383117898239
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383117901249
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1383117901639
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1383117902076
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1383117902076
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1383117902092
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1383117902107
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1383117902139
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1383117902139
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1383117902139
stopped,bundle,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit",1383117902139
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1383117902154
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1383117902154
stopped,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1383117902154
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1383117902154
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.303.v201004290328,"org.eclipse.wst.xsd.ui",1383117902154
stopped,bundle,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui",1383117902154
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1383117902185
stopped,bundle,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui",1383117902295
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1383117902295
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1383117902295
